"id";"nom";"codepostal";"longitude";"latitude"
"treport";"Le Tréport";"76470";1.36667;50.0667
"cleon";"Cléon";"76410";1.03333;49.3167
"petit-quevilly";"Le Petit-Quevilly";"76140";1.03333;49.4333
"gournay-en-bray";"Gournay-en-Bray";"76220";1.73333;49.4833
"oissel";"Oissel";"76350";1.1;49.3333
"eu";"Eu";"76260";1.41667;50.05
"darnetal";"Darnétal";"76160";1.15;49.45
"yvetot";"Yvetot";"76190";0.766667;49.6167
"grand-couronne";"Grand-Couronne";"76530";1;49.35
"grand-quevilly";"Le Grand-Quevilly";"76120";1.03333;49.4167
"elbeuf";"Elbeuf";"76500";1;49.2833
"bois-guillaume";"Bois-Guillaume";"76230";1.13333;49.4667
"barentin";"Barentin";"76360";0.95;49.55
"harfleur";"Harfleur";"76700";0.2;49.5
"trait";"Le Trait";"76580";0.816667;49.4667
"saint-etienne-du-rouvray";"Saint-Étienne-du-Rouvray";"76800";1.1;49.3833
"deville-les-rouen";"Déville-lès-Rouen";"76250";1.03333;49.4667
"malaunay";"Malaunay";"76770";1.03333;49.5333
"maromme";"Maromme";"76150";1.03333;49.4667
"notre-dame-de-gravenchon";"Notre-Dame-de-Gravenchon";"76330";0.583333;49.4833
"franqueville-saint-pierre";"Franqueville-Saint-Pierre";"76520";1.18;49.4012
"notre-dame-de-bondeville";"Notre-Dame-de-Bondeville";"76960";1.05;49.4833
"bihorel";"Bihorel";"76420";1.11667;49.4667
"rouen";"Rouen";"76000-76100";1.08333;49.4333
"mont-saint-aignan";"Mont-Saint-Aignan";"76130";1.08333;49.4667
"bonsecours";"Bonsecours";"76240";1.13333;49.4333
"dieppe";"Dieppe";"76200";1.08333;49.9333
"montivilliers";"Montivilliers";"76290";0.2;49.55
"sotteville-les-rouen";"Sotteville-lès-Rouen";"76300";1.1;49.4167
"petit-couronne";"Petit-Couronne";"76650";1.0275;49.3856
"pavilly";"Pavilly";"76570";0.966667;49.5667
"saint-aubin-les-elbeuf";"Saint-Aubin-lès-Elbeuf";"76410";1.01667;49.3
"caudebec-les-elbeuf";"Caudebec-lès-Elbeuf";"76320";1.03333;49.2833
"lillebonne";"Lillebonne";"76170";0.55;49.5167
"sainte-adresse";"Sainte-Adresse";"76310";0.083333;49.5
"mesnil-esnard";"Le Mesnil-Esnard";"76240";1.15;49.4167
"fecamp";"Fécamp";"76400";0.366667;49.75
"gonfreville-l-orcher";"Gonfreville-l'Orcher";"76700";0.233333;49.5
"canteleu";"Canteleu";"76380";1.03333;49.45
"bolbec";"Bolbec";"76210";0.483333;49.5667
"havre";"Le Havre";"76600-76610-76620";0.133333;49.5
"emerainville";"Émerainville";"77184";2.61667;48.8167
"nangis";"Nangis";"77370";3;48.55
"avon-77";"Avon";"77210";2.71667;48.4
"nanteuil-les-meaux";"Nanteuil-lès-Meaux";"77100";2.9;48.9333
"magny-le-hongre";"Magny-le-Hongre";"77700";2.81667;48.8667
"lieusaint-77";"Lieusaint";"77127";2.55;48.6333
"gretz-armainvilliers";"Gretz-Armainvilliers";"77220";2.73333;48.7333
"saint-thibault-des-vignes";"Saint-Thibault-des-Vignes";"77400";2.68333;48.8667
"quincy-voisins";"Quincy-Voisins";"77860";2.88333;48.9
"moissy-cramayel";"Moissy-Cramayel";"77550";2.6;48.6167
"vert-saint-denis";"Vert-Saint-Denis";"77240";2.61667;48.5667
"lagny-sur-marne";"Lagny-sur-Marne";"77400";2.71667;48.8667
"saint-pierre-les-nemours";"Saint-Pierre-lès-Nemours";"77140";2.68333;48.2667
"claye-souilly";"Claye-Souilly";"77410";2.7;48.95
"bois-le-roi-77";"Bois-le-Roi";"77590";2.7;48.4667
"champs-sur-marne";"Champs-sur-Marne";"77420";2.6;48.85
"esbly";"Esbly";"77450";2.81667;48.9
"chelles-77";"Chelles";"77500";2.6;48.8833
"torcy-77";"Torcy";"77200";2.65;48.85
"dammarie-les-lys";"Dammarie-les-Lys";"77190";2.63445;48.5153
"roissy-en-brie";"Roissy-en-Brie";"77680";2.65;48.8
"fontainebleau";"Fontainebleau";"77300";2.7;48.4
"meaux";"Meaux";"77100";2.86667;48.95
"nemours";"Nemours";"77140";2.7;48.2667
"brie-comte-robert";"Brie-Comte-Robert";"77170";2.61667;48.6833
"othis";"Othis";"77280";2.68333;49.0833
"vaires-sur-marne";"Vaires-sur-Marne";"77360";2.65;48.8667
"montereau-fault-yonne";"Montereau-Fault-Yonne";"77130";2.95;48.3833
"bailly-romainvilliers";"Bailly-Romainvilliers";"77700";2.81667;48.8333
"combs-la-ville";"Combs-la-Ville";"77380";2.56667;48.6667
"pontault-combault";"Pontault-Combault";"77340";2.60528;48.7984
"dammartin-en-goele";"Dammartin-en-Goële";"77230";2.68333;49.05
"coulommiers";"Coulommiers";"77120";3.08333;48.8167
"champagne-sur-seine";"Champagne-sur-Seine";"77430";2.8;48.4
"vaux-le-penil";"Vaux-le-Pénil";"77000";2.66667;48.5333
"cesson";"Cesson";"77240";2.6;48.5667
"ozoir-la-ferriere";"Ozoir-la-Ferrière";"77330";2.66667;48.7667
"tournan-en-brie";"Tournan-en-Brie";"77220";2.76667;48.7333
"noisiel";"Noisiel";"77186";2.63333;48.85
"souppes-sur-loing";"Souppes-sur-Loing";"77460";2.73333;48.1833
"lognes";"Lognes";"77185";2.61667;48.8333
"provins";"Provins";"77160";3.3;48.55
"ferte-sous-jouarre";"La Ferté-sous-Jouarre";"77260";3.13333;48.95
"thorigny-sur-marne";"Thorigny-sur-Marne";"77400";2.71667;48.8833
"bussy-saint-georges";"Bussy-Saint-Georges";"77600";2.7;48.85
"fontenay-tresigny";"Fontenay-Trésigny";"77610";2.86667;48.7
"nandy";"Nandy";"77176";2.56667;48.5833
"melun";"Melun";"77000";2.66667;48.5333
"savigny-le-temple";"Savigny-le-Temple";"77176";2.58333;48.5667
"serris";"Serris";"77700";2.78333;48.85
"mee-sur-seine";"Le Mée-sur-Seine";"77350";2.63333;48.5333
"saint-fargeau-ponthierry";"Saint-Fargeau-Ponthierry";"77310";2.54528;48.5333
"saint-pathus";"Saint-Pathus";"77178";2.8;49.0667
"mitry-mory";"Mitry-Mory";"77290";2.61667;48.9833
"montevrain";"Montévrain";"77144";2.75;48.8667
"villeparisis";"Villeparisis";"77270";2.61667;48.9333
"courtry";"Courtry";"77181";2.76667;48.5333
"lesigny-77";"Lésigny";"77150";2.61667;48.7333
"chanteloup-les-vignes";"Chanteloup-les-Vignes";"78570";2.03333;48.9833
"chambourcy";"Chambourcy";"78240";2.03333;48.9
"meulan-en-yvelines";"Meulan-en-Yvelines";"78250";1.9;49.0167
"rambouillet";"Rambouillet";"78120";1.83333;48.65
"montesson";"Montesson";"78360";2.15;48.9167
"vesinet";"Le Vésinet";"78110";2.11667;48.9
"maisons-laffitte";"Maisons-Laffitte";"78600";2.15;48.95
"maurepas-78";"Maurepas";"78310";1.91667;48.7667
"houilles";"Houilles";"78800";2.2;48.9167
"mureaux";"Mureaux";"78130";1.91667;49
"sartrouville";"Sartrouville";"78500";2.18333;48.95
"verriere";"La Verrière";"78320";1.95;48.75
"croissy-sur-seine";"Croissy-sur-Seine";"78290";2.13333;48.8667
"bois-d-arcy-78";"Bois-d'Arcy";"78390";2.01667;48.8
"triel-sur-seine";"Triel-sur-Seine";"78510";2;48.9833
"acheres-78";"Achères";"78260";2.06667;48.9667
"carrieres-sous-poissy";"Carrières-sous-Poissy";"78955";2.03333;48.95
"saint-nom-la-breteche";"Saint-Nom-la-Bretèche";"78860";2.01667;48.85
"poissy";"Poissy";"78300";2.05;48.9333
"essarts-le-roi";"Essarts-le-Roi";"78690";1.9;48.7167
"marly-le-roi";"Marly-le-Roi";"78160";2.08333;48.8667
"carrieres-sur-seine";"Carrières-sur-Seine";"78420";2.18333;48.9167
"verneuil-sur-seine";"Verneuil-sur-Seine";"78480";1.98333;48.9833
"andresy";"Andrésy";"78570";2.06667;48.9833
"epone";"Épône";"78680";1.81667;48.95
"plaisir";"Plaisir";"78370";1.95;48.8167
"magny-les-hameaux";"Magny-les-Hameaux";"78114";2.06667;48.7333
"mantes-la-ville";"Mantes-la-Ville";"78200";1.71667;48.9667
"gargenville";"Gargenville";"78440";1.81667;49
"rosny-sur-seine";"Rosny-sur-Seine";"78710";1.63333;49
"saint-cyr-l-ecole";"Saint-Cyr-l'École";"78210";2.06667;48.8
"versailles";"Versailles";"78000";2.13333;48.8
"guyancourt";"Guyancourt";"78280";2.06667;48.7667
"buc-78";"Buc";"78530";2.13333;48.7667
"chatou";"Chatou";"78400";2.15;48.8833
"trappes";"Trappes";"78190";2;48.7833
"vernouillet-78";"Vernouillet";"78540";1.98333;48.9667
"fontenay-le-fleury";"Fontenay-le-Fleury";"78330";2.05;48.8167
"chesnay";"Le Chesnay";"78150";2.125;48.825
"beynes-78";"Beynes";"78650";1.86667;48.85
"bougival";"Bougival";"78380";2.13333;48.8667
"louveciennes";"Louveciennes";"78430";2.11667;48.8667
"magnanville";"Magnanville";"78200";1.68333;48.9667
"maule";"Maule";"78580";1.85;48.9167
"conflans-sainte-honorine";"Conflans-Sainte-Honorine";"78700";2.1;48.9833
"mantes-la-jolie";"Mantes-la-Jolie";"78200";1.71667;48.9833
"saint-germain-en-laye";"Saint-Germain-en-Laye";"78100";2.08333;48.9
"aubergenville";"Aubergenville";"78410";1.85;48.9667
"voisins-le-bretonneux";"Voisins-le-Bretonneux";"78960";2.05;48.75
"clayes-sous-bois";"Clayes-sous-Bois";"78340";1.98333;48.8167
"pecq";"Le Pecq";"78230";2.1;48.9
"perray-en-yvelines";"Le Perray-en-Yvelines";"78610";1.85;48.7
"villepreux";"Villepreux";"78450";2.01667;48.8333
"montigny-le-bretonneux";"Montigny-le-Bretonneux";"78180";2.03333;48.7667
"noisy-le-roi";"Noisy-le-Roi";"78590";2.06667;48.85
"elancourt";"Élancourt";"78990";1.95;48.7833
"jouy-en-josas";"Jouy-en-Josas";"78350";2.16667;48.7667
"viroflay";"Viroflay";"78220";2.16667;48.8
"villennes-sur-seine";"Villennes-sur-Seine";"78670";2;48.95
"orgeval-78";"Orgeval";"78630";1.98333;48.9167
"limay";"Limay";"78520";1.73333;48.9833
"jouars-pontchartrain";"Jouars-Pontchartrain";"78760";1.9;48.7833
"mesnil-le-roi";"Le Mesnil-le-Roi";"78600";2.12667;48.9367
"chevreuse";"Chevreuse";"78460";2.05;48.7
"celle-saint-cloud";"La Celle-Saint-Cloud";"78170";2.15;48.85
"velizy-villacoublay";"Vélizy-Villacoublay";"78140";2.18333;48.8
"mesnil-saint-denis";"Le Mesnil-Saint-Denis";"78320";1.96667;48.7333
"saint-remy-les-chevreuse";"Saint-Rémy-lès-Chevreuse";"78470";2.08333;48.7
"saint-arnoult-en-yvelines";"Saint-Arnoult-en-Yvelines";"78730";1.93333;48.5667
"parthenay";"Parthenay";"79200";-0.25;46.65
"niort";"Niort";"79000";-0.466667;46.3167
"chauray";"Chauray";"79180";-0.383333;46.35
"saint-maixent-l-ecole";"Saint-Maixent-l'École";"79400";-0.2;46.4167
"aiffres";"Aiffres";"79230";-0.416667;46.2833
"creche";"La Crèche";"79260";-0.3;46.3609
"bressuire";"Bressuire";"79300";-0.483333;46.85
"thouars";"Thouars";"79100";-0.216667;46.9667
"nueil-les-aubiers";"Nueil-les-Aubiers";"79250";-0.59;46.9373
"mauleon";"Mauléon";"79700";-0.748333;46.9236
"doullens";"Doullens";"80600";2.35;50.15
"peronne-80";"Péronne";"80200";2.93333;49.9333
"montdidier-80";"Montdidier";"80500";2.56667;49.65
"roye-80";"Roye";"80700";2.8;49.7
"abbeville";"Abbeville";"80132";1.83333;50.1
"longueau";"Longueau";"80330";2.35;49.8667
"corbie";"Corbie";"80800";2.5;49.9167
"amiens";"Amiens";"80000-80080-80090";2.3;49.9
"albert";"Albert";"80300";2.65;50
"albi";"Albi";"81990";2.15;43.9333
"gaillac";"Gaillac";"81600";1.91667;43.9
"saint-juery-81";"Saint-Juéry";"81160";2.7;43.9167
"mazamet";"Mazamet";"81200";2.4;43.5
"rabastens";"Rabastens";"81800";1.75;43.8333
"lavaur-81";"Lavaur";"81500";1.81667;43.7
"graulhet";"Graulhet";"81300";2;43.7667
"aussillon";"Aussillon";"81200";2.36667;43.4833
"saint-sulpice-81";"Saint-Sulpice";"81370";1.68639;43.7742
"bruguiere-81";"Bruguière";"81290";2.26667;43.5333
"carmaux";"Carmaux";"81400";2.15;44.05
"castres-81";"Castres";"81100";2.25;43.6
"castelsarrasin";"Castelsarrasin";"82100";1.1;44.0333
"valence-82";"Valence";"82400";0.916667;44.1
"moissac";"Moissac";"82200";1.08333;44.1
"caussade";"Caussade";"82300";1.53333;44.1667
"montech";"Montech";"82700";1.23333;43.95
"negrepelisse";"Nègrepelisse";"82800";1.51667;44.0667
"montauban";"Montauban";"82000";1.35;44.0167
"sollies-toucas";"Solliès-Toucas";"83210";6.01667;43.2
"cogolin";"Cogolin";"83310";6.53333;43.25
"londe-les-maures";"La Londe-les-Maures";"83250";6.23333;43.1333
"sainte-maxime";"Sainte-Maxime";"83120";6.63333;43.3
"sollies-pont";"Solliès-Pont";"83210";6.05;43.1833
"saint-cyr-sur-mer";"Saint-Cyr-sur-Mer";"83270";5.71667;43.1833
"cavalaire-sur-mer";"Cavalaire-sur-Mer";"83240";6.53333;43.1667
"garde-83";"La Garde";"83130";6.01056;43.1248
"puget-sur-argens";"Puget-sur-Argens";"83480";6.68333;43.45
"sanary-sur-mer";"Sanary-sur-Mer";"83110";5.8;43.1167
"hyeres";"Hyères";"83400";6.11667;43.1167
"valette-du-var";"La Valette-du-Var";"83160";5.98333;43.1333
"ollioules";"Ollioules";"83190";5.85;43.1333
"saint-maximin-la-sainte-baume";"Saint-Maximin-la-Sainte-Baume";"83470";5.86667;43.45
"lorgues";"Lorgues";"83510";6.36667;43.4833
"arcs";"Arcs";"83460";6.48333;43.45
"roquebrune-sur-argens";"Roquebrune-sur-Argens";"83520";6.63333;43.4333
"pradet";"Le Pradet";"83220";6.01667;43.1
"bormes-les-mimosas";"Bormes-les-Mimosas";"83230";6.33333;43.15
"carqueiranne";"Carqueiranne";"83320";6.08333;43.0833
"fayence";"Fayence";"83440";6.68333;43.6167
"six-fours-les-plages";"Six-Fours-les-Plages";"83140";5.83945;43.0934
"vidauban";"Vidauban";"83550";6.43333;43.4167
"gareoult";"Garéoult";"83136";6.05;43.3333
"draguignan";"Draguignan";"83300";6.46667;43.5333
"montauroux";"Montauroux";"83440";6.76667;43.6167
"trans-en-provence";"Trans-en-Provence";"83720";6.48333;43.5
"muy";"Le Muy";"83490";6.55;43.4667
"frejus";"Fréjus";"83600-83370";6.73611;43.4339
"cuers";"Cuers";"83390";6.06667;43.2333
"crau";"La Crau";"83260";6.06667;43.15
"lavandou";"Le Lavandou";"83980";6.36667;43.1333
"toulon";"Toulon";"83000-83100-83200";5.93333;43.1167
"beausset";"Le Beausset";"83330";5.8;43.2
"cadiere-d-azur";"La Cadière-d'Azur";"83740";5.76667;43.2
"brignoles";"Brignoles";"83170";6.06667;43.4
"saint-raphael-83";"Saint-Raphaël";"83700-83530";6.76667;43.4167
"luc-83";"Le Luc";"83340";6.31667;43.3833
"pierrefeu-du-var";"Pierrefeu-du-Var";"83390";6.13333;43.2167
"farlede";"La Farlède";"83210";6.03333;43.1667
"saint-mandrier-sur-mer";"Saint-Mandrier-sur-Mer";"83430";5.93333;43.0667
"bandol";"Bandol";"83150";5.75;43.1333
"seyne-sur-mer";"La Seyne-sur-Mer";"83500";5.88333;43.1
"bedarrides";"Bédarrides";"84370";4.9;44.0333
"pontet-84";"Le Pontet";"84130";4.85;43.9667
"cavaillon";"Cavaillon";"84300";5.03805;43.8375
"vedene";"Vedène";"84270";4.9;43.9833
"morieres-les-avignon";"Morières-lès-Avignon";"84310";4.90473;43.9417
"pernes-les-fontaines";"Pernes-les-Fontaines";"84210";5.05;44
"sarrians";"Sarrians";"84260";4.96667;44.0833
"sorgues";"Sorgues";"84700";4.86667;44
"isle-sur-la-sorgue";"L'Isle-sur-la-Sorgue";"84800";5.05;43.9167
"piolenc";"Piolenc";"84420";4.76667;44.1833
"valreas";"Valréas";"84600";4.98333;44.3833
"carpentras";"Carpentras";"84200";5.05;44.05
"courthezon";"Courthézon";"84350";4.88333;44.0833
"entraigues-sur-la-sorgue";"Entraigues-sur-la-Sorgue";"84320";4.92667;44.0031
"mazan";"Mazan";"84380";5.13333;44.05
"bollene";"Bollène";"84500";4.75;44.2833
"monteux";"Monteux";"84170";5;44.0333
"orange";"Orange";"84100";4.8;44.1333
"avignon";"Avignon";"84000";4.81667;43.95
"pertuis-84";"Pertuis";"84120";5.5;43.6833
"thor";"Le Thor";"84250";5;43.9333
"apt";"Apt";"84400";5.4;43.8833
"vaison-la-romaine";"Vaison-la-Romaine";"84110";5.06667;44.2333
"talmont-saint-hilaire";"Talmont-Saint-Hilaire";"85440";0.381668;46.4673
"poire-sur-vie";"Le Poiré-sur-Vie";"85170";-1.51667;46.7667
"chateau-d-olonne";"Château-d'Olonne";"85180";-1.73333;46.5
"saint-jean-de-monts";"Saint-Jean-de-Monts";"85160";-2.06667;46.7833
"fontenay-le-comte";"Fontenay-le-Comte";"85200";-0.816667;46.4667
"olonne-sur-mer";"Olonne-sur-Mer";"85340";-1.78333;46.5333
"pouzauges";"Pouzauges";"85700";-0.833333;46.7833
"essarts-85";"Essarts";"85140";-1.23333;46.7667
"challans";"Challans";"85300";-1.88333;46.85
"lucon";"Luçon";"85400";-1.16667;46.45
"sables-d-olonne";"Sables-d'Olonne";"85180";-1.78333;46.5
"roche-sur-yon";"La Roche-sur-Yon";"85000";-1.43333;46.6667
"saint-gilles-croix-de-vie";"Saint-Gilles-Croix-de-Vie";"85800";-1.93944;46.6983
"chantonnay";"Chantonnay";"85110";-1.05;46.6833
"mortagne-sur-sevre";"Mortagne-sur-Sèvre";"85290";-0.95;47
"saint-hilaire-de-riez";"Saint-Hilaire-de-Riez";"85270";-1.95;46.7167
"herbiers";"Herbiers";"85500";-1.01667;46.8667
"montaigu-85";"Montaigu";"85600";-1.31667;46.9833
"aizenay";"Aizenay";"85190";-1.61667;46.7333
"montmorillon";"Montmorillon";"86500";0.866667;46.4333
"vouneuil-sous-biard";"Vouneuil-sous-Biard";"86580";0.266667;46.5833
"buxerolles-86";"Buxerolles";"86180";0.483333;46.6167
"jaunay-clan";"Jaunay-Clan";"86130";0.366667;46.6833
"naintre";"Naintré";"86530";0.483333;46.7667
"poitiers";"Poitiers";"86000";0.333333;46.5833
"loudun";"Loudun";"86200";0.066667;47
"neuville-de-poitou";"Neuville-de-Poitou";"86170";0.245833;46.6861
"saint-benoît-86";"Saint-Benoît";"86280";0.333333;46.55
"chatellerault";"Châtellerault";"86100";0.533333;46.8
"migne-auxances";"Migné-Auxances";"86440";0.316667;46.6333
"chauvigny";"Chauvigny";"86300";0.65;46.5667
"isle";"Isle";"87170";1.21667;45.8167
"saint-junien";"Saint-Junien";"87200";0.9;45.8833
"feytiat";"Feytiat";"87220";1.33333;45.8
"limoges";"Limoges";"87000-87100-87280";1.25;45.85
"saint-yrieix-la-perche";"Saint-Yrieix-la-Perche";"87500";1.2;45.5167
"aixe-sur-vienne";"Aixe-sur-Vienne";"87700";1.13333;45.8
"ambazac";"Ambazac";"87240";1.4;45.95
"couzeix";"Couzeix";"87270";1.23333;45.8667
"panazol";"Panazol";"87350";1.3;45.8333
"palais-sur-vienne";"Le Palais-sur-Vienne";"87410";1.31667;45.8667
"vittel";"Vittel";"88800";5.95;48.2
"epinal";"Épinal";"88000";6.45;48.1833
"golbey";"Golbey";"88190";6.43333;48.2
"thaon-les-vosges";"Thaon-les-Vosges";"88150";6.41667;48.25
"raon-l-etape";"Raon-l'Étape";"88110";6.85;48.4
"gerardmer";"Gérardmer";"88400";6.88333;48.0667
"mirecourt";"Mirecourt";"88500";6.13333;48.3
"saint-die-des-vosges";"Saint-Dié-des-Vosges";"88100";6.95;48.2833
"remiremont";"Remiremont";"88200";6.58333;48.0167
"rambervillers";"Rambervillers";"88700";6.63333;48.35
"neufchateau";"Neufchâteau";"88300";5.7;48.35
"tonnerre";"Tonnerre";"89700";3.96667;47.85
"villeneuve-sur-yonne";"Villeneuve-sur-Yonne";"89500";3.3;48.0833
"avallon";"Avallon";"89200";3.9;47.4833
"migennes";"Migennes";"89400";3.51667;47.9667
"sens";"Sens";"89100";3.28389;48.1981
"joigny";"Joigny";"89300";3.4;47.9833
"auxerre";"Auxerre";"89000-89290";3.56667;47.8
"belfort";"Belfort";"90000";6.86667;47.6333
"delle";"Delle";"90100";7;47.5
"valdoie";"Valdoie";"90300";6.85;47.6667
"beaucourt";"Beaucourt";"90500";6.91667;47.4833
"brunoy";"Brunoy";"91800";2.5;48.7
"villebon-sur-yvette";"Villebon-sur-Yvette";"91940";2.25;48.7
"evry-91";"Évry";"91090";2.45;48.6333
"dourdan";"Dourdan";"91410";2.01667;48.5333
"draveil";"Draveil";"91210";2.41667;48.6833
"mennecy";"Mennecy";"91540";2.43333;48.5667
"grigny-91";"Grigny";"91350";2.38333;48.65
"wissous";"Wissous";"91320";2.33333;48.7333
"ris-orangis";"Ris-Orangis";"91000";2.41667;48.65
"bures-sur-yvette";"Bures-sur-Yvette";"91440";2.16667;48.7
"palaiseau";"Palaiseau";"91120";2.25;48.7167
"arpajon";"Arpajon";"91290";2.25;48.5833
"epinay-sur-orge";"Épinay-sur-Orge";"91360";2.33333;48.6667
"boussy-saint-antoine";"Boussy-Saint-Antoine";"91800";2.53333;48.6833
"ville-du-bois";"La Ville-du-Bois";"91620";2.26667;48.65
"verrieres-le-buisson";"Verrières-le-Buisson";"91370";2.26667;48.75
"crosne";"Crosne";"91560";2.45;48.7167
"longpont-sur-orge";"Longpont-sur-Orge";"91310";2.28333;48.6333
"saint-michel-sur-orge";"Saint-Michel-sur-Orge";"91240";2.3;48.6333
"saint-pierre-du-perray";"Saint-Pierre-du-Perray";"91280";2.5;48.6167
"ballancourt-sur-essonne";"Ballancourt-sur-Essonne";"91610";2.38556;48.5256
"vigneux-sur-seine";"Vigneux-sur-Seine";"91270";2.41667;48.7
"courcouronnes";"Courcouronnes";"91080";2.4;48.6167
"etrechy-91";"Étréchy";"91580";2.2;48.5
"saintry-sur-seine";"Saintry-sur-Seine";"91250";2.5;48.6
"montlhery";"Montlhéry";"91310";2.26667;48.6333
"fleury-merogis";"Fleury-Mérogis";"91700";2.36667;48.6333
"quincy-sous-senart";"Quincy-sous-Sénart";"91480";2.53333;48.6667
"igny-91";"Igny";"91430";2.21667;48.7333
"viry-chatillon";"Viry-Châtillon";"91170";2.38333;48.6667
"etampes";"Étampes";"91150";2.15;48.4333
"corbeil-essonnes";"Corbeil-Essonnes";"91100";2.48333;48.6
"orsay";"Orsay";"91400";2.18333;48.7
"massy-91";"Massy";"91300";2.28333;48.7333
"yerres";"Yerres";"91330";2.5;48.7167
"paray-vieille-poste";"Paray-Vieille-Poste";"91550";2.36667;48.7167
"saint-germain-les-arpajon";"Saint-Germain-lès-Arpajon";"91180";2.25;48.6
"gif-sur-yvette";"Gif-sur-Yvette";"91190";2.13333;48.6833
"morangis-91";"Morangis";"91420";2.33333;48.7
"chilly-mazarin";"Chilly-Mazarin";"91380";2.3;48.7
"epinay-sous-senart";"Épinay-sous-Sénart";"91860";2.51667;48.6833
"ulis";"Ulis";"91940";2.1675;48.6823
"athis-mons";"Athis-Mons";"91200";2.4;48.7167
"soisy-sur-seine";"Soisy-sur-Seine";"91450";2.45;48.65
"lisses";"Lisses";"91090";2.41667;48.6
"marcoussis";"Marcoussis";"91460";2.23333;48.6333
"linas";"Linas";"91310";2.26667;48.6333
"morsang-sur-orge";"Morsang-sur-Orge";"91390";2.35;48.6667
"juvisy-sur-orge";"Juvisy-sur-Orge";"91260";2.38333;48.6833
"montgeron";"Montgeron";"91230";2.45;48.7
"saulx-les-chartreux";"Saulx-les-Chartreux";"91160";2.26667;48.6833
"bretigny-sur-orge";"Brétigny-sur-Orge";"91220";2.31667;48.6167
"villemoisson-sur-orge";"Villemoisson-sur-Orge";"91360";2.31667;48.6667
"bondoufle";"Bondoufle";"91070";2.38333;48.6167
"egly";"Égly";"91520";2.21667;48.5833
"saint-germain-les-corbeil";"Saint-Germain-lès-Corbeil";"91250";2.48333;48.6167
"itteville";"Itteville";"91760";2.33333;48.5167
"breuillet-91";"Breuillet";"91650";2.16667;48.5667
"lardy";"Lardy";"91510";2.26667;48.5167
"sainte-genevieve-des-bois-91";"Sainte-Geneviève-des-Bois";"91700";2.33333;48.6333
"savigny-sur-orge";"Savigny-sur-Orge";"91600";2.35;48.6667
"limours";"Limours";"91470";2.08333;48.65
"longjumeau";"Longjumeau";"91160";2.3;48.7
"neuilly-sur-seine";"Neuilly-sur-Seine";"92200";2.26667;48.8833
"chatillon-92";"Châtillon";"92320";2.28333;48.8
"bois-colombes";"Bois-Colombes";"92270";2.26667;48.9167
"puteaux";"Puteaux";"92800";2.23333;48.8667
"clamart";"Clamart";"92140";2.26667;48.8
"meudon";"Meudon";"92190-92360";2.24167;48.8083
"issy-les-moulineaux";"Issy-les-Moulineaux";"92130";2.26667;48.8167
"vaucresson";"Vaucresson";"92420";2.175;48.8333
"rueil-malmaison";"Rueil-Malmaison";"92500";2.2;48.8833
"antony";"Antony";"92160";2.3;48.75
"plessis-robinson";"Le Plessis-Robinson";"92350";2.26667;48.7833
"levallois-perret";"Levallois-Perret";"92300";2.28333;48.9
"boulogne-billancourt";"Boulogne-Billancourt";"92100";2.25;48.8333
"asnieres-sur-seine";"Asnières-sur-Seine";"92600";2.28556;48.9112
"colombes";"Colombes";"92700";2.25;48.9167
"fontenay-aux-roses";"Fontenay-aux-Roses";"92260";2.28333;48.7833
"garches";"Garches";"92380";2.18333;48.8417
"villeneuve-la-garenne";"Villeneuve-la-Garenne";"92390";2.33333;48.9333
"courbevoie";"Courbevoie";"92400";2.25222;48.8973
"montrouge";"Montrouge";"92120";2.31667;48.8167
"chatenay-malabry";"Châtenay-Malabry";"92290";2.26667;48.7667
"clichy";"Clichy";"92110";2.3;48.9
"vanves";"Vanves";"92170";2.3;48.8333
"ville-d-avray";"Ville-d'Avray";"92410";2.19167;48.825
"suresnes";"Suresnes";"92150";2.23333;48.8667
"sevres";"Sèvres";"92310";2.2;48.8167
"sceaux-92";"Sceaux";"92330";2.28333;48.7833
"chaville";"Chaville";"92370";2.2;48.8
"garenne-colombes";"La Garenne-Colombes";"92250";2.25;48.9
"gennevilliers";"Gennevilliers";"92230";2.3;48.9333
"nanterre";"Nanterre";"92000";2.2;48.9
"saint-cloud";"Saint-Cloud";"92210";2.21667;48.8417
"malakoff";"Malakoff";"92240";2.3;48.8167
"bagneux-92";"Bagneux";"92220";2.3;48.8
"bourg-la-reine";"Bourg-la-Reine";"92340";2.31667;48.775
"bourget";"Le Bourget";"93350";2.41667;48.9333
"bagnolet";"Bagnolet";"93170";2.41667;48.8667
"courneuve";"La Courneuve";"93120";2.38333;48.9167
"pavillons-sous-bois";"Pavillons-sous-Bois";"93320";2.51667;48.9
"sevran";"Sevran";"93270";2.53333;48.9333
"villemomble";"Villemomble";"93250";2.5;48.8833
"montreuil-93";"Montreuil";"93100";2.43333;48.8667
"livry-gargan";"Livry-Gargan";"93190";2.55;48.9167
"aulnay-sous-bois";"Aulnay-sous-Bois";"93600";2.51667;48.95
"dugny";"Dugny";"93440";2.41667;48.95
"villetaneuse";"Villetaneuse";"93430";2.34167;48.9583
"raincy";"Le Raincy";"93340";2.51667;48.9
"saint-denis-93";"Saint-Denis";"93200-93210";2.35833;48.9333
"lilas";"Lilas";"93260";2.43333;48.8833
"clichy-sous-bois";"Clichy-sous-Bois";"93390";2.55;48.9167
